X,Y,Press
90,120,1
90,141,1
90,169,1
89,205,1
86,232,1
86,249,1
86,259,1
86,260,1
86,261,1
86,261,1
86,261,1
86,261,1
86,261,1
86,255,1
87,243,1
87,236,1
88,222,1
89,218,1
89,217,1
89,217,1
89,216,1
89,214,1
89,213,1
89,212,1
89,212,1
89,212,1
89,212,1
89,211,1
89,210,1
90,209,1
94,207,1
99,204,1
106,200,1
114,195,1
117,192,1
125,177,1
127,171,1
128,157,1
126,152,1
126,152,1
126,152,1
126,151,1
126,151,1
124,155,1
119,170,1
116,193,1
113,216,1
113,234,1
117,246,1
122,251,1
129,253,1
142,251,1
160,245,1
181,235,1
198,224,1
210,215,1
214,212,1
216,209,1
217,209,1
217,209,1
217,209,1
217,210,1
217,211,1
217,211,1
217,211,1
217,211,1
217,208,1
214,204,1
211,202,1
210,201,1
205,202,1
199,208,1
194,216,1
190,225,1
188,232,1
188,234,1
188,235,1
188,235,1
189,235,1
195,231,1
210,218,1
215,215,1
222,205,1
222,204,1
222,204,1
222,204,1
222,204,1
222,205,1
220,212,1
220,221,1
219,232,1
219,239,1
222,243,1
224,243,1
228,243,1
234,238,1
243,230,1
249,219,1
251,214,1
256,203,1
257,202,1
257,202,1
257,202,1
257,202,1
257,209,1
256,225,1
254,244,1
251,261,1
251,271,1
251,273,1
251,273,1
251,267,1
253,251,1
254,230,1
260,216,1
267,210,1
273,207,1
279,209,1
285,211,1
287,212,1
291,212,1
293,212,1
293,210,1
294,207,1
295,205,1
295,204,1
295,204,1
295,204,1
295,204,1
295,209,1
295,214,1
295,218,1
294,224,1
292,233,1
289,247,1
289,256,1
289,260,1
289,261,1
289,261,1
289,259,1
292,238,1
295,228,1
308,205,1
314,197,1
316,194,1
318,192,1
318,192,1
320,193,1
324,202,1
327,209,1
333,221,1
339,229,1
345,231,1
349,232,1
356,228,1
367,220,1
377,212,1
383,208,1
385,205,1
385,205,1
385,205,1
385,205,1
385,205,1
385,207,1
390,216,1
392,219,1
398,220,1
401,220,1
408,216,1
411,212,1
412,207,1
412,207,1
412,207,1
412,207,1
410,210,1
408,220,1
406,235,1
404,252,1
404,264,1
406,272,1
411,274,1
420,274,1
431,268,1
443,255,1
450,239,1
455,227,1
456,223,1
456,221,1
456,221,1
456,221,1
454,221,1
448,225,1
440,231,1
430,244,1
419,260,1
409,279,1
398,303,1
388,327,1
379,349,1
371,365,1
364,372,1
355,372,1
336,360,1
325,353,1
303,338,1
285,329,1
284,329,1
286,337,1
