X,Y,Press
160,165,1
159,168,1
157,174,1
154,193,1
149,230,1
145,256,1
144,270,1
141,293,1
139,308,1
139,311,1
139,312,1
139,312,1
139,312,1
139,312,1
139,312,1
139,304,1
139,298,1
139,285,1
139,272,1
143,258,1
144,251,1
145,249,1
145,249,1
145,249,1
145,249,1
145,249,1
145,249,1
145,249,1
145,249,1
149,247,1
155,241,1
171,231,1
176,227,1
181,222,1
183,219,1
183,217,1
184,216,1
184,212,1
184,210,1
184,209,1
184,209,1
184,209,1
184,209,1
184,209,1
184,209,1
184,209,1
184,209,1
184,209,1
182,211,1
177,228,1
176,236,1
175,250,1
175,265,1
178,275,1
180,278,1
181,279,1
181,279,1
182,280,1
185,279,1
190,275,1
196,270,1
202,266,1
207,263,1
207,262,1
207,262,1
207,262,1
207,262,1
207,262,1
207,262,1
207,262,1
208,262,1
210,260,1
214,255,1
215,247,1
215,246,1
215,245,1
215,244,1
215,244,1
212,245,1
207,250,1
201,261,1
198,273,1
198,284,1
201,297,1
207,304,1
214,307,1
220,307,1
230,302,1
238,292,1
241,286,1
248,269,1
248,267,1
248,264,1
248,264,1
248,264,1
248,264,1
248,264,1
248,265,1
246,272,1
246,279,1
246,286,1
246,292,1
247,293,1
247,293,1
247,294,1
251,293,1
253,290,1
266,281,1
272,275,1
274,272,1
276,270,1
276,270,1
276,269,1
276,269,1
276,269,1
276,269,1
276,269,1
276,269,1
276,269,1
276,269,1
276,274,1
275,280,1
274,288,1
271,296,1
270,303,1
270,306,1
270,307,1
270,307,1
270,307,1
270,299,1
275,286,1
281,275,1
285,270,1
286,269,1
286,269,1
286,269,1
287,269,1
289,270,1
293,271,1
296,271,1
300,270,1
303,268,1
305,266,1
306,266,1
306,266,1
306,266,1
306,266,1
306,266,1
306,266,1
306,266,1
306,266,1
306,266,1
306,266,1
306,266,1
306,266,1
306,266,1
306,266,1
306,266,1
306,270,1
305,277,1
304,286,1
302,298,1
299,308,1
299,312,1
299,313,1
299,313,1
299,313,1
299,313,1
299,310,1
299,303,1
302,293,1
307,282,1
310,275,1
316,270,1
319,268,1
323,267,1
323,267,1
323,267,1
326,268,1
329,274,1
336,285,1
337,287,1
338,287,1
338,287,1
339,288,1
342,286,1
349,280,1
356,276,1
360,273,1
360,273,1
360,273,1
360,273,1
360,273,1
358,278,1
357,284,1
357,291,1
357,299,1
359,301,1
361,304,1
361,304,1
362,304,1
374,299,1
378,296,1
388,286,1
394,274,1
396,268,1
397,266,1
397,266,1
397,266,1
397,266,1
394,268,1
387,278,1
381,293,1
375,311,1
369,333,1
363,355,1
357,377,1
353,392,1
347,398,1
342,399,1
328,391,1
317,383,1
288,366,1
267,352,1
260,349,1
259,349,1
262,352,1
