X,Y,Press
128,154,1
128,155,1
128,168,1
128,188,1
128,215,1
128,244,1
127,272,1
125,292,1
125,307,1
123,318,1
123,321,1
123,321,1
123,321,1
123,321,1
123,321,1
123,321,1
123,313,1
123,307,1
123,290,1
123,267,1
122,243,1
120,226,1
119,220,1
119,219,1
119,219,1
119,219,1
119,221,1
120,226,1
124,230,1
128,230,1
136,230,1
147,225,1
153,221,1
172,207,1
177,197,1
180,191,1
180,189,1
180,185,1
180,184,1
180,184,1
180,184,1
180,184,1
180,184,1
180,184,1
179,186,1
178,197,1
177,213,1
177,233,1
177,253,1
180,275,1
186,290,1
190,301,1
194,309,1
195,311,1
197,311,1
201,308,1
212,299,1
221,293,1
251,271,1
259,264,1
274,254,1
278,251,1
279,251,1
279,252,1
280,258,1
282,265,1
282,268,1
283,269,1
283,269,1
283,268,1
283,264,1
281,258,1
276,252,1
272,249,1
268,248,1
264,248,1
259,251,1
250,258,1
243,268,1
241,274,1
235,286,1
234,295,1
235,300,1
237,303,1
238,303,1
243,303,1
251,300,1
265,291,1
276,281,1
284,271,1
287,262,1
288,259,1
288,259,1
288,259,1
288,259,1
288,259,1
288,259,1
288,263,1
288,267,1
288,277,1
288,291,1
290,301,1
293,307,1
296,310,1
297,311,1
301,309,1
310,302,1
321,292,1
332,281,1
339,270,1
341,265,1
342,264,1
342,263,1
342,263,1
342,263,1
342,263,1
342,267,1
341,273,1
341,278,1
339,301,1
338,311,1
338,313,1
338,315,1
338,315,1
338,309,1
341,296,1
347,281,1
354,267,1
360,262,1
362,262,1
363,262,1
369,266,1
381,272,1
397,276,1
414,278,1
422,278,1
426,275,1
427,270,1
427,265,1
427,262,1
426,261,1
426,261,1
423,262,1
421,265,1
420,273,1
417,287,1
412,308,1
412,314,1
411,323,1
411,328,1
411,330,1
411,331,1
410,331,1
409,326,1
409,317,1
409,303,1
410,288,1
415,277,1
421,269,1
427,266,1
430,265,1
430,265,1
431,265,1
433,270,1
436,276,1
446,292,1
449,295,1
458,302,1
460,303,1
464,302,1
472,297,1
477,294,1
484,289,1
487,285,1
487,284,1
487,284,1
488,284,1
488,284,1
488,287,1
488,292,1
488,295,1
488,301,1
493,308,1
496,309,1
497,309,1
507,307,1
518,300,1
523,295,1
533,283,1
540,269,1
545,256,1
545,256,1
545,255,1
545,255,1
544,256,1
541,262,1
539,274,1
535,290,1
532,306,1
532,323,1
530,338,1
527,351,1
526,360,1
523,363,1
523,363,1
520,364,1
509,358,1
502,355,1
482,347,1
479,347,1
476,346,1
474,346,1
474,346,1
