X,Y,Press
458,120,1
458,121,1
456,130,1
451,151,1
450,159,1
446,178,1
443,197,1
438,216,1
431,238,1
423,260,1
414,281,1
404,299,1
398,316,1
392,327,1
389,334,1
389,339,1
388,341,1
388,341,1
388,341,1
388,341,1
388,341,1
388,338,1
388,335,1
389,328,1
393,320,1
396,311,1
401,302,1
406,289,1
412,277,1
418,264,1
425,252,1
428,242,1
432,233,1
435,224,1
436,218,1
437,208,1
439,200,1
440,190,1
440,180,1
441,171,1
442,160,1
443,154,1
448,142,1
449,140,1
449,137,1
449,136,1
449,136,1
451,135,1
451,134,1
452,134,1
452,134,1
452,134,1
452,134,1
452,134,1
453,134,1
453,136,1
456,151,1
460,171,1
461,196,1
464,226,1
471,258,1
484,288,1
490,309,1
496,327,1
501,340,1
501,345,1
503,348,1
503,349,1
503,349,1
503,349,1
503,349,1
503,347,1
501,338,1
494,324,1
480,310,1
460,293,1
430,273,1
404,259,1
381,249,1
365,243,1
357,239,1
352,237,1
349,236,1
348,236,1
346,236,1
341,236,1
340,236,1
339,236,1
339,236,1
339,236,1
339,236,1
347,236,1
373,236,1
425,236,1
493,236,1
555,230,1
588,224,1
600,221,1
601,220,1
601,220,1
601,220,1
601,220,1
601,220,1
600,220,1
596,222,1
584,226,1
553,239,1
541,243,1
512,254,1
487,267,1
465,280,1
444,291,1
424,301,1
410,308,1
398,314,1
391,318,1
389,320,1
389,320,1
389,320,1
389,320,1
389,320,1
389,320,1
389,320,1
