X,Y,Press
514,145,1
514,145,1
512,154,1
507,175,1
501,211,1
490,261,1
481,311,1
473,351,1
467,374,1
463,389,1
461,399,1
461,403,1
461,404,1
461,405,1
461,405,1
461,404,1
461,402,1
461,392,1
469,367,1
471,356,1
481,321,1
484,308,1
491,281,1
499,255,1
507,231,1
512,209,1
513,192,1
514,175,1
517,165,1
519,158,1
520,153,1
522,149,1
522,146,1
523,144,1
523,142,1
523,138,1
523,136,1
523,136,1
524,135,1
524,135,1
524,136,1
524,140,1
527,159,1
536,202,1
542,219,1
554,255,1
566,287,1
576,314,1
586,338,1
594,359,1
601,372,1
604,377,1
605,378,1
605,378,1
605,378,1
605,378,1
605,378,1
605,377,1
604,368,1
601,363,1
588,350,1
569,335,1
522,308,1
484,291,1
461,282,1
427,269,1
405,264,1
393,261,1
388,261,1
387,261,1
387,261,1
387,261,1
387,261,1
387,261,1
387,261,1
387,261,1
388,261,1
404,261,1
449,261,1
524,257,1
563,254,1
629,242,1
673,235,1
692,231,1
696,230,1
696,230,1
696,230,1
696,230,1
696,230,1
696,230,1
696,230,1
691,234,1
680,248,1
662,268,1
639,291,1
613,312,1
582,333,1
555,349,1
535,361,1
518,369,1
511,372,1
497,379,1
492,381,1
491,381,1
487,382,1
484,384,1
480,384,1
478,385,1
477,386,1
477,386,1
477,386,1
