X,Y,Press
603,318,1
603,318,1
603,318,1
603,318,1
601,317,1
600,316,1
596,314,1
589,310,1
577,303,1
564,295,1
552,287,1
540,281,1
529,274,1
524,270,1
515,261,1
506,255,1
498,245,1
493,236,1
489,227,1
488,219,1
485,210,1
482,201,1
482,193,1
481,188,1
480,181,1
480,173,1
480,163,1
481,156,1
483,151,1
485,148,1
486,148,1
486,148,1
488,145,1
494,143,1
503,139,1
514,136,1
525,136,1
532,136,1
554,136,1
563,136,1
564,136,1
565,136,1
566,136,1
571,138,1
577,143,1
585,149,1
591,155,1
595,160,1
599,167,1
602,174,1
606,185,1
609,196,1
610,203,1
609,212,1
607,218,1
604,226,1
600,234,1
598,238,1
592,248,1
587,255,1
581,259,1
575,264,1
570,265,1
566,267,1
559,269,1
553,270,1
544,272,1
536,274,1
528,276,1
523,276,1
517,276,1
512,276,1
508,276,1
504,276,1
499,276,1
493,276,1
489,276,1
486,276,1
484,276,1
481,278,1
479,278,1
479,278,1
478,278,1
477,278,1
475,278,1
474,279,1
474,279,1
472,280,1
470,280,1
469,280,1
464,280,1
462,280,1
460,280,1
456,280,1
455,280,1
452,280,1
452,280,1
452,280,1
452,280,1
452,280,1
452,280,1
451,280,1
451,280,1
451,280,1
450,280,1
450,280,1
450,280,1
450,280,0
450,280,0
450,280,0
450,280,0
450,281,0
452,283,0
459,289,0
471,299,0
487,310,0
501,318,0
515,326,0
535,341,0
566,359,0
610,380,0
656,400,0
678,409,0
709,423,0
727,433,0
739,443,0
750,452,0
760,459,0
768,466,0
773,473,0
781,482,0
787,492,0
791,498,0
796,505,0
799,512,0
802,516,0
806,522,0
811,529,0
814,533,0
816,537,0
818,538,0
820,540,0
823,545,0
823,546,0
824,549,0
825,550,0
825,550,0
825,550,0
825,550,0
825,550,0
825,550,1
825,550,1
825,550,1
825,550,1
825,550,1
