X,Y,Press
358,91,1
359,99,1
362,114,1
367,137,1
371,159,1
375,180,1
380,201,1
382,210,1
385,229,1
388,241,1
389,245,1
389,246,1
389,246,1
389,246,1
389,246,0
390,245,0
395,235,0
403,216,0
410,196,0
419,177,0
430,156,0
440,140,0
447,128,0
451,119,0
453,116,0
454,111,0
455,107,0
455,107,0
455,107,0
455,107,0
455,107,0
455,107,0
456,106,0
458,112,1
462,123,1
467,145,1
472,172,1
477,199,1
481,222,1
484,241,1
488,257,1
491,267,1
493,272,1
494,274,1
494,275,1
494,275,1
494,275,1
492,273,0
489,265,0
485,257,0
478,249,0
467,242,0
451,235,0
425,229,0
391,226,0
365,225,0
346,225,0
329,226,0
317,226,0
307,227,0
301,227,0
296,225,0
290,220,0
283,215,0
275,210,0
271,205,0
270,204,0
270,204,0
270,204,0
270,204,0
270,204,0
270,204,0
270,204,0
270,204,0
270,204,0
270,204,0
270,204,0
270,207,1
270,215,1
270,230,1
273,248,1
278,270,1
288,298,1
300,329,1
319,366,1
345,402,1
361,418,1
394,441,1
427,456,1
455,463,1
485,465,1
514,462,1
547,452,1
571,439,1
589,421,1
605,403,1
619,388,1
630,371,1
635,357,1
637,343,1
638,335,1
638,315,1
638,310,1
638,299,1
638,289,1
638,279,1
637,274,1
635,270,1
634,268,1
634,268,1
634,268,1
634,268,1
634,268,1
634,268,0
634,268,0
634,268,0
634,268,0
634,268,0
634,275,0
637,286,0
646,307,0
662,336,0
677,362,0
694,391,0
718,426,0
747,461,0
773,489,0
795,511,0
815,528,0
833,542,0
835,544,0
840,547,0
841,548,0
842,550,0
842,550,0
842,550,0
842,550,0
842,550,0
842,550,0
842,550,0
842,550,0
842,550,0
842,550,1
842,550,1
842,550,1
842,550,1
