X,Y,Press
272,125,1
272,125,1
272,125,1
265,139,1
261,148,1
248,176,1
231,214,1
213,277,1
210,297,1
202,335,1
199,361,1
197,380,1
197,392,1
197,395,1
197,396,1
197,396,1
197,396,1
197,394,1
197,382,1
200,361,1
205,336,1
215,309,1
219,295,1
235,249,1
239,236,1
246,216,1
252,201,1
257,189,1
257,188,1
257,185,1
258,182,1
259,181,1
259,181,1
259,181,1
259,181,1
259,181,1
259,181,1
259,183,1
259,195,1
259,219,1
259,248,1
262,280,1
263,293,1
269,324,1
272,333,1
277,343,1
278,346,1
279,348,1
279,348,1
284,346,1
298,337,1
312,326,1
328,311,1
338,294,1
343,280,1
344,275,1
344,273,1
344,273,1
344,274,1
342,288,1
341,309,1
342,336,1
347,357,1
350,364,1
354,369,1
356,369,1
367,353,1
377,332,1
381,320,1
384,289,1
384,283,1
384,279,1
384,278,1
384,277,1
383,278,1
380,287,1
377,305,1
376,328,1
376,353,1
376,375,1
379,396,1
381,411,1
381,422,1
381,426,1
381,427,1
381,428,1
380,427,1
368,417,1
363,414,1
354,403,1
354,402,1
364,389,1
371,382,1
395,367,1
424,345,1
449,327,1
466,310,1
474,298,1
475,295,1
475,295,1
475,295,1
475,295,1
475,295,1
475,295,1
476,294,1
474,296,1
470,307,1
468,317,1
466,337,1
465,363,1
466,367,1
466,368,1
466,368,1
466,362,1
466,341,1
466,335,1
466,331,1
466,330,1
466,330,1
468,330,1
473,331,1
488,331,1
505,327,1
519,317,1
525,308,1
525,299,1
522,296,1
522,296,1
521,296,1
517,300,1
513,312,1
511,327,1
511,335,1
512,352,1
519,364,1
529,370,1
543,371,1
560,365,1
583,357,1
597,347,1
605,342,1
607,341,1
607,341,1
607,341,1
607,341,1
607,341,1
607,340,1
606,334,1
601,323,1
593,313,1
590,311,1
579,307,1
572,312,1
567,317,1
555,341,1
554,351,1
554,370,1
555,375,1
558,377,1
559,377,1
564,375,1
574,367,1
583,353,1
586,341,1
587,334,1
587,332,1
587,332,1
587,332,1
587,334,1
587,341,1
591,355,1
598,367,1
608,375,1
622,378,1
629,378,1
648,376,1
665,365,1
667,362,1
