X,Y,Press
250,157,1
250,157,1
250,158,1
245,169,1
237,190,1
230,219,1
223,248,1
217,275,1
210,295,1
205,312,1
203,325,1
202,331,1
202,333,1
202,334,1
202,334,1
202,334,1
202,334,1
202,332,1
203,321,1
207,303,1
214,281,1
215,269,1
220,230,1
224,218,1
227,198,1
231,177,1
233,174,1
235,168,1
237,166,1
237,166,1
237,166,1
239,166,1
242,166,1
249,166,1
255,168,1
255,168,1
255,168,1
256,168,1
256,171,1
256,181,1
256,201,1
251,226,1
248,251,1
245,271,1
244,286,1
244,293,1
244,300,1
244,305,1
244,305,1
244,305,1
245,306,1
247,305,1
256,300,1
272,291,1
289,279,1
303,262,1
312,245,1
316,233,1
317,229,1
317,228,1
317,228,1
317,228,1
317,231,1
316,234,1
316,255,1
317,277,1
319,286,1
325,302,1
332,314,1
336,317,1
339,318,1
348,316,1
361,306,1
376,290,1
388,270,1
396,253,1
398,244,1
398,242,1
398,241,1
398,241,1
397,241,1
394,245,1
389,255,1
383,271,1
379,291,1
373,314,1
369,337,1
366,360,1
364,379,1
364,386,1
362,400,1
362,401,1
362,401,1
361,401,1
355,394,1
344,381,1
334,367,1
328,355,1
327,350,1
330,343,1
338,335,1
354,326,1
378,312,1
404,296,1
430,282,1
450,271,1
463,265,1
464,264,1
465,263,1
465,263,1
465,263,1
465,261,1
465,258,1
465,256,1
465,256,1
465,256,1
462,258,1
458,267,1
452,285,1
446,305,1
444,320,1
444,325,1
444,327,1
444,327,1
446,322,1
450,310,1
453,297,1
456,288,1
456,287,1
456,286,1
456,286,1
457,286,1
463,288,1
465,288,1
472,288,1
481,284,1
489,276,1
491,267,1
492,262,1
492,262,1
492,261,1
491,262,1
486,270,1
483,282,1
481,297,1
481,306,1
482,317,1
484,319,1
491,321,1
496,321,1
523,311,1
547,299,1
558,294,1
572,284,1
577,281,1
578,280,1
578,280,1
578,280,1
578,280,1
578,280,1
578,280,1
578,280,1
578,275,1
576,269,1
574,267,1
572,267,1
565,271,1
555,282,1
548,299,1
541,316,1
540,328,1
542,338,1
543,339,1
545,339,1
551,335,1
556,329,1
574,305,1
580,291,1
584,283,1
584,283,1
584,282,1
584,282,1
583,283,1
581,288,1
581,298,1
581,306,1
583,312,1
588,316,1
597,316,1
613,313,1
633,309,1
650,306,1
