X,Y,Press
243,152,1
243,156,1
243,164,1
242,173,1
242,186,1
242,202,1
240,220,1
236,239,1
231,258,1
228,276,1
225,288,1
224,294,1
224,295,1
224,295,1
224,295,1
224,295,1
224,295,1
224,295,1
224,295,1
224,293,1
224,286,1
225,271,1
228,255,1
231,234,1
235,215,1
239,197,1
242,185,1
247,177,1
252,171,1
254,169,1
255,169,1
255,169,1
256,169,1
257,169,1
263,174,1
265,177,1
271,188,1
272,194,1
274,205,1
275,217,1
273,231,1
268,242,1
257,249,1
241,254,1
226,257,1
215,258,1
206,258,1
199,258,1
196,258,1
195,257,1
195,257,1
195,257,1
195,257,1
195,257,1
197,257,1
202,257,1
205,259,1
217,263,1
225,266,1
246,274,1
265,283,1
281,289,1
293,292,1
297,292,1
298,292,1
298,292,1
298,292,1
299,291,1
299,288,1
303,282,0
311,273,0
322,266,0
334,260,0
337,258,0
343,253,0
348,248,0
351,244,0
353,242,0
353,242,0
353,242,0
353,241,0
353,241,0
351,241,0
349,242,1
346,248,1
345,255,1
343,262,1
342,269,1
342,276,1
343,281,1
346,285,1
351,287,1
354,288,1
359,288,1
362,288,1
367,284,1
369,280,1
374,275,1
379,268,1
382,262,1
382,259,1
382,254,1
380,249,1
375,244,1
367,239,1
359,235,1
357,235,1
357,235,1
354,235,1
350,237,1
345,240,1
340,242,1
338,244,1
337,245,1
337,248,1
337,251,1
341,252,1
344,253,1
351,253,0
363,253,0
379,253,0
402,248,0
409,246,0
417,243,0
421,241,0
424,240,0
426,238,0
428,237,0
430,236,0
430,236,0
430,236,0
430,236,0
430,236,1
431,237,1
430,241,1
430,246,1
427,264,1
425,271,1
421,289,1
420,292,1
420,294,1
420,294,1
420,294,1
420,294,1
420,293,1
422,286,1
427,273,1
433,261,1
440,252,1
445,246,1
447,244,1
447,244,1
447,244,1
447,244,1
448,243,1
450,248,1
453,258,1
457,268,1
461,275,1
461,276,1
461,276,1
461,276,1
462,277,1
464,275,1
465,273,1
471,266,1
477,254,1
486,241,1
495,225,1
505,212,1
