X,Y,Press
213,171,1
213,171,1
213,171,1
212,172,1
212,180,1
212,196,1
212,212,1
215,232,1
217,241,1
221,267,1
224,280,1
224,285,1
224,286,1
225,290,1
225,291,1
225,294,1
225,294,1
225,294,1
226,294,1
226,294,1
226,294,1
226,294,1
226,294,1
226,294,1
226,294,1
226,294,1
226,294,1
226,293,1
225,283,1
222,268,1
220,255,1
216,244,1
214,239,1
213,229,1
213,224,1
213,221,1
213,216,1
213,210,1
213,207,1
215,203,1
215,201,1
217,198,1
219,196,1
225,194,1
229,192,1
231,191,1
232,191,1
232,191,1
232,191,1
235,192,1
239,196,1
241,200,1
246,210,1
250,216,1
252,222,1
253,224,1
253,228,1
252,234,1
251,236,1
246,242,1
241,248,1
235,251,1
230,254,1
226,256,1
224,257,1
222,257,1
222,257,1
222,257,1
222,257,1
222,257,1
222,257,1
222,257,1
222,257,1
222,257,1
222,257,1
224,259,1
231,262,1
235,265,1
254,274,1
264,278,1
282,286,1
297,291,1
303,293,1
304,294,1
304,294,1
304,294,1
304,294,1
304,294,1
306,292,1
308,289,1
311,285,0
316,281,0
324,277,0
336,271,0
341,268,0
353,262,0
355,259,0
357,258,0
357,258,0
357,256,0
356,256,0
355,255,0
354,254,0
353,253,0
353,253,0
350,254,1
347,257,1
345,260,1
345,265,1
345,272,1
348,283,1
353,289,1
364,296,1
379,300,1
395,302,1
406,302,1
413,300,1
414,298,1
417,294,1
417,290,1
417,276,1
414,268,1
412,265,1
408,259,1
399,252,1
396,249,1
390,248,1
387,247,1
382,247,1
377,247,1
369,247,1
362,248,1
354,249,1
348,253,1
341,255,1
338,258,1
333,260,1
332,261,1
331,262,1
331,262,1
330,264,1
332,264,1
336,264,0
367,264,0
382,264,0
413,264,0
442,264,0
464,264,0
478,263,0
482,261,0
484,260,0
484,259,0
484,259,0
484,257,0
484,256,0
483,255,0
483,255,0
483,255,0
483,253,0
483,252,0
483,250,0
483,248,0
484,244,0
486,242,0
487,241,0
487,241,0
487,241,0
487,241,0
487,241,1
488,241,1
488,246,1
485,256,1
481,270,1
479,279,1
478,282,1
478,283,1
478,283,1
478,283,1
478,283,1
478,283,1
478,283,1
478,284,1
477,285,1
476,287,1
475,290,1
475,290,1
475,290,1
474,292,1
474,292,1
474,292,1
474,292,1
474,292,1
474,292,1
474,290,1
474,280,1
474,269,1
475,261,1
476,256,1
476,254,1
476,252,1
477,250,1
478,249,1
478,249,1
478,249,1
478,249,1
479,248,1
479,248,1
480,248,1
486,258,1
490,264,1
497,276,1
505,287,1
509,292,1
510,293,1
510,293,1
510,293,1
511,293,1
514,289,1
518,278,1
525,261,1
533,244,1
541,229,1
548,216,1
551,210,1
560,202,1
567,194,1
