X,Y,Press
392,172,1
392,172,1
392,172,1
392,171,1
390,166,1
385,161,1
379,154,1
374,150,1
372,147,1
365,141,1
357,136,1
347,130,1
337,124,1
327,121,1
315,118,1
308,117,1
303,117,1
301,117,1
301,117,1
301,117,1
300,117,1
298,119,1
294,125,1
289,131,1
285,140,1
283,146,1
279,154,1
276,161,1
274,170,1
273,178,1
272,184,1
270,191,1
269,198,1
268,205,1
268,213,1
268,222,1
268,229,1
268,236,1
268,244,1
269,255,1
272,264,1
276,274,1
280,280,1
284,287,1
286,291,1
288,296,1
293,301,1
299,308,1
305,314,1
310,319,1
313,323,1
316,328,1
317,331,1
321,337,1
325,342,1
329,347,1
332,351,1
334,356,1
338,360,1
343,365,1
348,370,1
352,375,1
355,379,1
356,380,1
358,383,1
359,384,1
364,389,1
367,392,1
368,393,1
368,393,1
368,393,1
369,394,1
371,396,1
373,398,1
375,400,1
375,400,1
375,400,1
375,401,1
375,401,1
375,401,1
375,401,1
375,401,1
375,401,1
375,401,1
375,401,1
375,401,1
375,401,1
375,401,1
381,399,1
389,393,1
398,384,1
412,376,1
427,364,1
433,360,1
442,354,1
449,348,1
453,344,1
456,339,1
457,336,1
459,333,1
460,330,1
462,325,1
464,316,1
469,305,1
475,293,1
481,277,1
485,263,1
490,252,1
494,241,1
496,235,1
497,233,1
499,229,1
499,229,1
499,229,1
499,229,1
500,224,1
501,219,1
502,211,1
504,204,1
505,197,1
507,188,1
507,181,1
507,173,1
507,166,1
506,156,1
503,150,1
502,146,1
500,142,1
499,140,1
496,137,1
491,132,1
485,128,1
480,125,1
473,123,1
466,121,1
460,119,1
454,117,1
445,115,1
439,114,1
433,114,1
429,114,1
428,114,1
426,114,1
424,114,1
423,114,1
421,115,1
419,116,1
418,117,1
416,119,1
414,123,1
413,126,1
412,131,1
409,136,1
408,137,1
406,140,1
404,143,1
403,145,1
403,147,1
401,148,1
399,150,1
396,156,1
392,161,1
389,165,1
388,167,1
388,167,1
388,167,1
388,167,1
388,167,1
388,167,1
388,167,1
388,167,1
388,167,1
388,167,1
388,167,1
388,167,1
388,167,1
388,167,1
388,167,1
388,167,1
388,167,1
