X,Y,Press
260,103,1
260,103,1
260,104,1
260,111,1
257,130,1
257,165,1
257,178,1
257,207,1
255,235,1
251,262,1
249,286,1
245,310,1
243,327,1
241,340,1
240,348,1
240,357,1
240,364,1
240,371,1
240,376,1
240,377,1
240,378,1
240,378,1
240,377,1
240,367,1
240,359,1
234,329,1
233,317,1
229,293,1
226,266,1
226,241,1
231,218,1
237,195,1
247,172,1
258,156,1
267,145,1
275,139,1
279,138,1
280,138,1
280,138,1
284,140,1
294,150,1
304,164,1
312,176,1
316,187,1
317,197,1
317,204,1
309,222,1
304,228,1
295,240,1
282,249,1
271,255,1
266,257,1
265,257,1
265,257,1
265,257,1
265,257,1
265,257,1
266,256,1
275,253,1
294,250,1
315,250,1
338,252,1
352,259,1
357,263,1
364,277,1
366,289,1
368,303,1
368,309,1
368,323,1
368,338,1
363,352,1
354,362,1
341,368,1
324,371,1
306,372,1
286,371,1
271,366,1
260,361,1
252,356,1
247,354,1
246,354,1
246,354,1
246,354,1
246,354,1
246,354,1
246,354,1
247,354,1
268,356,1
280,357,1
312,361,1
353,366,1
389,372,1
407,375,1
410,375,1
411,374,1
411,370,1
409,358,1
403,340,1
396,317,1
388,289,1
378,257,1
373,221,1
370,190,1
372,160,1
374,146,1
384,115,1
390,104,1
391,101,1
392,99,1
392,99,1
392,99,1
393,98,1
393,99,1
393,111,1
393,134,1
394,166,1
397,205,1
397,246,1
400,291,1
402,328,1
406,359,1
409,378,1
411,387,1
411,388,1
411,388,1
411,389,1
412,388,1
412,381,1
413,368,1
414,359,1
415,326,1
416,311,1
418,268,1
421,251,1
427,221,1
437,200,1
451,180,1
456,177,1
465,174,1
469,172,1
469,172,1
471,175,1
476,189,1
480,212,1
481,240,1
474,269,1
458,296,1
442,311,1
426,320,1
421,322,1
420,322,1
420,322,1
420,322,1
420,321,1
420,320,1
421,318,1
427,315,1
437,313,1
454,312,1
482,314,1
507,321,1
525,328,1
532,335,1
533,342,1
534,349,1
532,359,1
524,370,1
512,379,1
492,384,1
468,386,1
445,385,1
435,383,1
421,377,1
412,369,1
410,367,1
410,367,1
410,367,1
410,367,1
410,367,1
