X,Y,Press
254,107,1
253,110,1
253,111,1
253,121,1
254,127,1
256,141,1
259,155,1
262,170,1
264,184,1
267,199,1
268,215,1
268,231,1
268,246,1
267,260,1
267,270,1
267,281,1
266,294,1
265,305,1
263,313,1
261,322,1
261,325,1
261,338,1
261,343,1
261,350,1
261,356,1
261,362,1
261,367,1
261,369,1
261,369,1
260,369,1
260,369,1
259,369,1
259,364,1
259,358,1
259,348,1
258,332,1
258,314,1
256,288,1
254,275,1
253,234,1
253,207,1
256,180,1
260,168,1
266,140,1
267,133,1
270,123,1
272,118,1
275,115,1
277,113,1
278,113,1
281,113,1
292,114,1
309,122,1
323,131,1
332,141,1
337,151,1
338,164,1
333,178,1
323,194,1
312,209,1
300,220,1
292,224,1
281,231,1
279,233,1
278,233,1
278,233,1
277,234,1
277,234,1
277,234,1
277,234,1
277,234,1
277,234,1
279,234,1
289,232,1
305,231,1
329,233,1
353,237,1
379,247,1
399,260,1
407,266,1
415,279,1
421,292,1
424,304,1
426,319,1
426,326,1
425,333,1
424,336,1
416,346,1
412,349,1
393,358,1
385,359,1
371,360,1
353,360,1
332,357,1
318,354,1
310,350,1
308,348,1
307,348,1
307,348,1
306,348,1
306,348,1
304,348,1
304,348,1
304,348,1
304,348,1
304,348,1
304,348,1
309,348,1
322,348,1
345,351,1
376,357,1
410,363,1
435,366,1
452,366,1
463,366,1
469,366,1
471,366,1
471,366,1
471,366,1
473,366,1
476,365,1
485,365,1
493,365,1
497,365,1
498,365,1
498,365,1
498,365,1
498,365,1
498,365,1
498,365,1
498,365,1
498,365,1
498,365,1
498,365,1
498,365,1
498,365,1
498,365,1
498,363,1
494,355,1
489,340,1
481,319,1
472,294,1
467,268,1
465,254,1
466,229,1
468,197,1
469,179,1
469,165,1
469,161,1
469,154,1
471,145,1
472,143,1
474,138,1
476,133,1
477,129,1
478,125,1
479,118,1
480,114,1
480,113,1
480,110,1
480,109,1
480,108,1
480,108,1
480,108,1
480,108,1
480,109,1
477,118,1
476,127,1
473,166,1
473,180,1
473,209,1
473,236,1
473,257,1
473,274,1
473,290,1
472,307,1
472,317,1
470,327,1
470,333,1
470,339,1
470,343,1
470,345,1
470,347,1
470,347,1
470,347,1
470,347,1
470,347,1
470,347,1
470,343,1
470,342,1
470,341,1
470,341,1
470,341,1
470,341,1
470,338,1
470,329,1
470,309,1
468,283,1
464,254,1
462,227,1
462,205,1
462,188,1
467,175,1
473,167,1
479,162,1
486,159,1
493,157,1
496,157,1
500,157,1
502,157,1
507,162,1
508,165,1
512,175,1
516,187,1
520,205,1
522,224,1
522,243,1
519,259,1
515,272,1
512,280,1
508,285,1
504,289,1
502,291,1
502,291,1
502,291,1
502,291,1
502,291,1
502,291,1
502,291,1
502,291,1
502,291,1
502,291,1
512,288,1
528,287,1
538,287,1
565,289,1
598,296,1
605,299,1
612,306,1
614,311,1
615,317,1
615,324,1
615,334,1
614,341,1
610,347,1
605,353,1
594,356,1
580,359,1
566,359,1
544,358,1
526,353,1
519,350,1
507,345,1
503,343,1
502,343,1
502,343,1
502,343,1
502,343,1
502,343,1
502,343,1
502,343,1
