X,Y,Press
452,194,1
452,194,1
452,194,1
452,194,1
452,194,1
452,192,1
451,190,1
451,184,1
451,166,1
454,156,1
457,151,1
465,145,1
476,139,1
487,137,1
500,136,1
517,138,1
531,142,1
539,145,1
542,149,1
543,153,1
543,160,1
542,173,1
540,184,1
539,189,1
531,204,1
524,211,1
517,216,1
514,218,1
507,221,1
500,224,1
499,225,1
499,225,1
499,225,1
499,225,1
499,225,1
499,225,1
499,225,1
501,224,1
507,224,1
522,224,1
541,226,1
563,234,1
581,242,1
593,251,1
599,258,1
602,267,1
602,275,1
602,287,1
599,303,1
596,311,1
580,329,1
573,334,1
555,341,1
535,343,1
517,342,1
497,333,1
492,329,1
488,325,1
487,322,0
486,319,0
485,317,0
484,315,0
480,311,0
470,304,0
452,292,0
432,281,0
413,268,0
401,257,0
396,251,0
388,238,0
388,236,0
388,231,0
388,229,0
389,227,0
389,224,0
390,223,0
390,223,0
390,223,0
390,223,0
390,223,0
390,223,0
390,223,0
391,223,0
392,228,0
394,232,1
396,235,1
398,237,1
398,237,1
399,237,1
401,237,1
401,237,1
402,235,1
402,232,1
402,228,1
401,227,1
401,227,1
401,227,1
401,227,1
399,227,1
395,227,1
393,228,1
391,229,1
390,230,1
390,230,1
390,230,1
390,233,1
394,235,1
