X,Y,Press
415,203,1
415,198,1
415,195,1
419,184,1
422,176,1
424,174,1
431,167,1
436,165,1
446,162,1
458,161,1
476,162,1
487,164,1
494,169,1
496,174,1
498,184,1
497,196,1
492,214,1
484,231,1
473,249,1
461,260,1
455,265,1
453,266,1
453,266,1
453,266,1
453,266,1
453,266,1
453,266,1
453,265,1
455,263,1
460,260,1
478,259,1
486,259,1
508,261,1
525,267,1
534,274,1
538,282,1
538,290,1
538,304,1
532,319,1
524,334,1
512,343,1
496,349,1
488,350,1
468,350,1
438,339,1
428,334,1
415,324,1
408,319,1
408,318,1
408,318,0
408,318,0
407,317,0
407,315,0
406,313,0
404,311,0
396,304,0
380,294,0
360,281,0
345,272,0
337,266,0
335,265,0
335,265,0
335,263,0
335,263,0
335,262,0
336,261,0
336,261,0
337,259,0
337,259,0
337,259,0
337,259,0
337,258,0
337,258,0
337,258,0
338,258,0
338,259,1
339,264,1
342,268,1
344,270,1
344,271,1
345,271,1
347,271,1
347,269,1
348,267,1
348,264,1
347,259,1
345,257,1
345,256,1
345,256,1
344,256,1
