X,Y,Press
267,141,1
266,141,1
261,144,1
254,153,1
245,163,1
234,178,1
223,194,1
219,203,1
208,222,1
205,226,1
201,237,1
196,246,1
189,260,1
186,263,1
183,269,1
181,271,1
181,271,1
180,271,1
179,271,1
177,267,1
173,263,1
168,255,1
162,245,1
161,241,1
161,241,1
161,241,1
161,241,1
161,241,1
161,241,1
161,241,1
161,241,1
161,241,1
161,239,1
170,234,0
175,231,0
194,223,0
213,217,0
231,211,0
243,205,0
253,199,0
259,192,0
264,184,0
270,177,0
274,172,0
276,169,0
277,168,0
277,166,0
278,164,0
279,162,0
279,161,0
279,159,0
279,157,0
279,155,0
278,154,0
278,154,0
278,154,0
278,154,0
278,154,0
277,153,0
277,153,0
277,153,0
276,153,0
274,152,0
273,151,0
273,151,0
270,150,0
270,149,0
270,149,0
270,149,0
270,149,0
269,149,0
269,149,0
269,149,0
269,149,0
269,149,0
269,149,0
268,148,0
268,147,0
268,147,0
268,147,0
268,147,1
266,147,1
265,148,1
263,151,1
260,158,1
258,165,1
257,174,1
254,188,1
252,201,1
251,215,1
251,230,1
251,239,1
251,243,1
251,249,1
251,255,1
251,258,1
251,260,1
251,262,1
250,265,1
250,268,1
250,273,1
250,275,1
250,275,1
250,275,1
250,275,1
251,275,1
256,273,1
262,270,1
273,266,1
284,263,1
292,259,1
294,258,1
294,258,1
294,258,1
295,258,1
295,259,1
295,262,1
295,267,1
297,272,1
297,275,1
297,275,1
297,275,1
298,275,1
301,275,1
307,273,1
314,271,1
317,268,1
317,266,1
317,264,1
317,259,1
312,255,1
306,251,1
301,248,1
300,248,1
300,248,1
297,248,1
296,249,1
296,249,1
296,256,1
297,261,1
301,267,1
308,271,1
314,275,1
322,277,1
326,278,1
330,278,1
333,278,1
336,277,1
337,274,1
339,271,1
339,271,1
339,271,1
339,271,1
339,271,1
339,271,1
339,271,1
345,275,1
348,276,1
354,276,1
357,276,1
360,275,1
362,270,1
362,265,1
358,253,1
357,251,1
353,249,1
352,249,1
348,249,1
343,251,1
334,256,1
326,263,1
324,268,1
323,271,1
324,276,1
328,279,1
335,281,1
343,281,1
353,281,1
356,281,1
358,279,1
359,277,1
360,274,1
360,272,1
360,272,1
360,272,1
360,272,1
360,272,1
360,272,1
360,272,1
360,272,1
360,273,1
359,278,1
359,284,1
359,293,1
359,301,1
360,310,1
360,316,1
360,321,1
360,322,1
360,323,1
360,324,1
360,324,1
360,324,1
357,323,1
356,321,1
352,315,1
347,305,1
346,302,1
346,300,1
347,294,1
350,289,1
354,284,1
361,280,1
368,277,1
375,274,1
382,272,1
387,270,1
390,269,1
390,269,1
390,269,1
390,269,1
390,269,1
390,269,1
390,269,1
390,269,1
390,272,1
390,279,1
390,282,1
392,286,1
392,287,1
394,289,1
395,289,1
399,289,1
406,287,1
412,283,1
418,280,1
421,276,1
421,272,1
420,266,1
416,261,1
411,258,1
407,256,1
406,256,1
405,256,1
404,256,1
400,257,1
398,261,1
397,264,1
397,268,1
397,274,1
400,281,1
407,286,1
415,290,1
423,291,1
430,291,1
435,290,1
438,286,1
442,281,1
446,275,1
447,269,1
448,266,1
448,265,1
448,263,1
448,263,1
448,263,1
448,263,1
448,264,1
446,269,1
443,281,1
442,284,1
441,287,1
441,290,1
441,291,1
441,291,1
441,291,1
441,291,1
442,288,1
443,286,1
443,285,1
446,284,1
449,283,1
450,283,1
454,282,1
457,279,1
459,274,1
460,270,1
460,268,1
460,268,1
460,268,1
460,268,1
459,268,1
458,270,1
458,275,1
458,281,1
458,290,1
461,296,1
464,300,1
466,301,1
468,301,1
474,301,1
481,297,1
490,292,1
498,287,1
500,285,1
500,285,1
500,285,1
500,285,1
502,287,1
505,293,1
507,299,1
509,303,1
511,306,1
511,307,1
511,307,1
513,307,1
516,305,1
520,299,1
522,294,1
522,290,1
521,284,1
519,280,1
514,277,1
508,275,1
505,274,1
504,274,1
504,274,1
504,274,1
504,274,1
504,274,1
504,274,1
513,275,1
527,275,1
548,274,1
557,272,1
572,265,1
581,261,1
586,256,1
586,254,1
586,251,1
586,247,1
586,243,1
586,243,1
586,243,1
586,243,1
586,242,1
584,244,1
579,252,1
572,270,1
567,292,1
562,312,1
561,327,1
561,331,1
561,332,1
562,333,1
564,333,1
565,333,1
572,327,1
574,325,1
577,320,1
578,314,1
578,306,1
572,297,1
563,288,1
555,283,1
553,281,1
553,281,1
553,281,1
553,281,1
560,284,1
576,289,1
587,292,1
622,298,1
629,299,1
634,299,1
635,299,1
635,299,1
636,299,1
636,299,1
636,299,1
636,299,1
636,299,1
636,299,1
636,300,1
632,305,1
626,313,1
621,321,1
620,326,1
620,329,1
620,330,1
620,330,1
620,330,1
621,330,1
624,329,1
629,326,1
635,321,1
640,317,1
643,314,1
643,314,1
643,314,1
643,314,1
643,314,1
644,317,1
645,327,1
647,337,1
650,344,1
652,349,1
654,352,1
654,355,1
655,356,1
655,357,1
655,357,1
655,357,1
655,357,1
655,357,1
