X,Y,Press
270,190,1
270,190,1
270,190,1
270,203,1
270,221,1
270,235,1
269,269,1
269,291,1
269,300,1
269,315,1
271,322,1
271,325,1
271,327,1
271,327,1
271,327,1
271,327,1
271,327,1
271,323,1
269,314,0
265,301,0
259,286,0
256,279,0
250,258,0
246,246,0
245,242,0
243,226,0
241,220,0
236,210,0
234,206,0
234,205,0
232,203,0
230,200,0
227,196,0
223,193,0
220,191,0
220,190,0
219,189,0
217,189,0
216,188,0
216,188,0
216,188,0
216,188,0
216,188,0
216,188,0
215,188,1
215,188,1
215,188,1
219,188,1
230,188,1
246,188,1
256,188,1
273,188,1
288,188,1
296,188,1
299,188,1
300,188,1
300,188,1
303,188,1
319,190,1
345,195,1
373,201,1
388,203,1
390,203,1
390,203,1
390,203,0
387,203,0
382,203,0
381,203,0
381,203,0
381,203,0
381,203,0
386,202,0
391,202,0
397,202,0
401,201,0
405,199,0
407,198,0
409,196,0
410,195,0
410,192,0
410,192,0
409,190,0
409,190,0
409,190,0
409,190,0
409,190,0
409,190,0
409,190,0
409,194,1
409,198,1
405,220,1
400,238,1
398,247,1
392,269,1
386,290,1
381,304,1
379,312,1
379,313,1
379,313,1
379,313,1
379,313,1
379,311,1
379,303,1
381,290,1
385,273,1
390,256,1
395,239,1
400,224,1
404,212,1
407,205,1
410,201,1
410,201,1
410,201,1
410,201,1
410,201,1
410,201,1
410,201,1
411,204,1
417,216,1
422,232,1
426,244,1
430,252,1
431,257,1
432,258,1
432,258,1
432,258,1
432,258,1
433,258,1
437,252,1
440,246,1
451,223,1
457,209,1
461,203,1
471,189,1
472,187,1
474,185,1
474,185,1
474,185,1
474,185,1
474,185,1
476,189,1
478,200,1
478,221,1
478,246,1
478,273,1
480,293,1
483,304,1
484,310,1
484,311,1
484,311,1
484,311,1
484,311,1
484,311,1
484,311,1
485,312,1
490,309,0
494,307,0
509,299,0
528,285,0
534,279,0
543,266,0
549,253,0
555,241,0
557,229,0
557,221,0
557,217,0
557,214,0
557,211,0
556,209,0
555,207,0
553,206,0
552,205,0
552,205,0
552,205,0
552,205,0
552,205,0
551,205,0
550,205,0
549,209,1
548,227,1
548,235,1
548,255,1
549,278,1
553,297,1
556,312,1
556,317,1
557,319,1
557,319,1
557,319,1
557,319,1
557,315,1
557,303,1
557,287,0
557,269,0
555,256,0
553,250,0
550,235,0
548,232,0
545,224,0
544,223,0
544,221,0
544,221,0
543,220,0
542,218,0
541,213,0
540,209,0
540,208,0
540,207,0
540,207,0
540,207,0
541,206,0
544,205,1
550,204,1
557,204,1
565,205,1
567,205,1
570,208,1
576,215,1
577,217,1
580,224,1
583,243,1
583,247,1
583,258,1
583,263,1
583,266,1
580,268,1
575,268,1
569,268,1
564,268,1
559,268,1
555,267,1
553,267,1
550,266,1
