X,Y,Press
253,183,1
256,200,1
260,224,1
264,239,1
271,274,1
279,306,1
284,329,1
288,343,1
290,348,1
290,348,1
290,348,1
290,348,1
290,345,1
290,332,0
284,316,0
277,299,0
265,280,0
251,263,0
235,248,0
221,236,0
211,228,0
207,222,0
205,219,0
204,217,0
202,214,0
201,212,0
198,209,0
195,204,0
194,202,0
194,201,0
193,200,0
192,197,0
192,196,0
192,196,0
192,196,0
192,196,0
192,196,0
192,196,1
193,195,1
201,193,1
219,193,1
254,193,1
298,193,1
330,191,1
343,188,1
344,188,1
345,188,1
345,188,0
345,188,0
345,188,0
345,188,0
345,188,0
348,188,0
356,189,0
372,192,0
402,198,0
410,198,0
425,198,0
430,198,0
431,198,0
431,198,0
431,198,0
431,198,0
431,198,0
432,200,1
430,210,1
428,218,1
423,243,1
414,274,1
403,319,1
401,327,1
399,336,1
399,338,1
399,338,1
399,337,1
399,328,1
400,308,1
406,281,1
414,243,1
422,215,1
429,198,1
431,193,1
432,192,1
432,192,1
432,192,1
432,195,1
435,209,1
439,228,1
444,247,1
449,263,1
451,268,1
454,275,1
454,275,1
455,275,1
458,267,1
461,261,1
466,245,1
471,227,1
474,212,1
477,203,1
478,201,1
478,201,1
478,201,1
478,201,1
478,203,1
482,216,1
487,240,1
494,272,1
500,301,1
505,323,1
509,338,1
512,347,1
514,350,1
514,352,1
514,352,1
516,351,1
518,348,1
522,333,0
525,315,0
530,301,0
535,291,0
541,275,0
547,257,0
554,238,0
558,220,0
561,205,0
566,194,0
568,191,0
568,191,0
568,191,0
568,191,0
568,191,0
568,205,1
568,229,1
568,242,1
572,283,1
573,296,1
579,326,1
580,333,1
581,343,1
582,347,1
582,348,1
582,348,1
582,346,1
582,336,0
582,318,0
580,297,0
576,278,0
570,261,0
564,244,0
560,231,0
558,223,0
558,217,0
558,216,0
558,216,0
558,216,0
558,215,0
558,214,0
560,212,0
564,212,0
567,211,0
574,211,1
601,219,1
611,223,1
630,232,1
641,240,1
647,250,1
648,258,1
645,266,1
638,276,1
627,282,1
612,288,1
595,289,1
578,287,1
566,285,1
564,284,1
564,284,1
564,284,1
